empleado_id,departamento,nivel_educacion,ciudad,zona_geografica,genero,estado_civil,tipo_vivienda,medio_transporte,hobby_principal,tipo_personalidad,modalidad_trabajo,edad,experiencia_anos,num_hijos,salario_anual,horas_semanales,horas_ejercicio_semana,horas_videojuegos_semana,horas_ocio_semana,horas_sueno_noche,nivel_estres,satisfaccion_laboral,productividad_score,dias_vacaciones,capacitaciones_ano
EMP_00984,RRHH,Bachillerato,Ciudad de México,Centro,Masculino,Casado,Rentada,Auto propio,Deportes,Ambivertido,Presencial,26,2,0,40920,41,19,4,19,8.9,3.3,8.2,100,19,4
EMP_00985,Marketing,Maestría,Ciudad de México,Centro,Masculino,Casado,Propia,Auto propio,Videojuegos,Extrovertido,Híbrido,32,3,0,87169,40,6,18,30,8.3,4.8,9.9,100,23,6
EMP_00986,Ventas,Licenciatura,Guadalajara,Occidente,Masculino,Soltero,Familiar,Uber/Taxi,Tecnología,Extrovertido,Presencial,30,6,0,97420,38,1,12,41,8,4.5,10,93,26,2
EMP_00987,Legal,Licenciatura,Tijuana,Norte,Femenino,Casado,Propia,Auto propio,Música,Extrovertido,Presencial,26,3,0,61783,48,14,14,13,6.8,6.3,7.7,92,21,4
EMP_00988,Marketing,Licenciatura,Monterrey,Norte,Femenino,Casado,Rentada,Transporte público,Música,Ambivertido,Híbrido,23,0,0,62117,40,0,7,30,7.6,6.1,8.2,94,19,5
EMP_00989,Marketing,Licenciatura,Mérida,Sureste,Masculino,Unión libre,Propia,Auto propio,Cocina,Introvertido,Híbrido,41,13,1,68623,38,2,7,13,7.2,5.3,8.3,99,21,5
EMP_00990,Operaciones,Maestría,Ciudad de México,Centro,Femenino,Casado,Rentada,Caminando,Cocina,Introvertido,Híbrido,32,3,1,61627,44,2,5,20,6.9,5.5,7.4,99,21,4
EMP_00991,Tecnología,Doctorado,León,Centro,Femenino,Unión libre,Familiar,Auto propio,Tecnología,Introvertido,Híbrido,37,12,1,125545,43,5,20,25,7.6,5.5,10,100,24,6
EMP_00992,Tecnología,Maestría,Mérida,Sureste,Masculino,Casado,Hipotecada,Transporte público,Tecnología,Extrovertido,Remoto,29,6,0,88086,39,12,9,20,8.6,3.6,10,100,26,8
EMP_00993,Tecnología,Licenciatura,Guadalajara,Occidente,Masculino,Casado,Familiar,Uber/Taxi,Videojuegos,Extrovertido,Híbrido,27,5,0,100296,47,16,18,20,7.3,2.8,10,100,26,5
EMP_00994,Operaciones,Licenciatura,Ciudad de México,Centro,Masculino,Soltero,Propia,Transporte público,Videojuegos,Ambivertido,Híbrido,30,1,0,28423,44,3,40,40,5.3,5.1,7.3,77,15,2
EMP_00995,Operaciones,Bachillerato,Mérida,Sureste,No binario,Divorciado,Hipotecada,Transporte público,Deportes,Introvertido,Presencial,24,2,1,29289,42,11,7,18,8.1,5.9,5.5,88,13,3
EMP_00996,Diseño,Licenciatura,Monterrey,Norte,Masculino,Soltero,Propia,Auto propio,Lectura,Introvertido,Híbrido,30,2,0,85635,35,4,16,30,8.3,5.5,10,100,23,5
EMP_00997,Operaciones,Licenciatura,Ciudad de México,Centro,Masculino,Soltero,Rentada,Bicicleta,Música,Extrovertido,Híbrido,37,10,0,66406,43,2,6,30,7.8,5.8,8.3,100,20,1
EMP_00998,Marketing,Bachillerato,Tijuana,Norte,No binario,Soltero,Propia,Uber/Taxi,Música,Introvertido,Remoto,22,0,0,57616,42,5,7,34,7.1,5.9,9.7,100,21,4
EMP_00999,Diseño,Doctorado,León,Centro,Masculino,Soltero,Propia,Auto propio,Lectura,Ambivertido,Híbrido,39,15,1,165689,39,3,5,40,8.5,5.1,10,100,25,6
EMP_01000,Tecnología,Licenciatura,Puebla,Centro,Masculino,Casado,Propia,Uber/Taxi,Videojuegos,Extrovertido,Híbrido,24,1,0,92737,38,9,3,26,8.2,1.9,9.7,93,24,7
EMP_01001,Finanzas,Bachillerato,Tijuana,Norte,Femenino,Casado,Propia,Bicicleta,Viajes,Extrovertido,Presencial,29,3,0,47692,42,10,1,22,8,4.4,8.8,77,18,3
EMP_01002,Tecnología,Maestría,Monterrey,Norte,Femenino,Casado,Rentada,Auto propio,Deportes,Ambivertido,Remoto,34,7,1,89884,39,14,3,12,6.9,3,9.9,100,24,8
EMP_01003,Finanzas,Licenciatura,Ciudad de México,Centro,Femenino,Casado,Rentada,Auto propio,Cocina,Ambivertido,Híbrido,30,4,0,65940,43,6,5,23,8.1,5.3,8.4,82,23,5
EMP_01004,Finanzas,Licenciatura,Guadalajara,Occidente,Masculino,Casado,Familiar,Auto propio,Tecnología,Introvertido,Presencial,34,7,1,69773,43,5,7,15,6.4,6.1,7.7,96,19,3
EMP_01005,RRHH,Licenciatura,Guadalajara,Occidente,Masculino,Soltero,Propia,Auto propio,Videojuegos,Extrovertido,Híbrido,37,8,0,67448,42,2,5,47,8.5,6.5,8.5,90,23,3
EMP_01006,Finanzas,Licenciatura,Querétaro,Centro,Masculino,Casado,Propia,Auto propio,Cocina,Ambivertido,Híbrido,30,5,0,90998,42,11,3,12,7.4,6.1,9,98,24,3
EMP_01007,Diseño,Maestría,Puebla,Centro,Femenino,Casado,Rentada,Auto propio,Lectura,Introvertido,Híbrido,36,9,1,98436,39,15,6,8,8.4,4.2,9.2,100,25,6
EMP_01008,Marketing,Maestría,Guadalajara,Occidente,Femenino,Soltero,Hipotecada,Uber/Taxi,Cocina,Introvertido,Híbrido,28,6,1,67451,40,3,16,42,7.2,6.4,8.9,97,19,5
EMP_01009,Operaciones,Licenciatura,Monterrey,Norte,Femenino,Casado,Propia,Auto propio,Deportes,Extrovertido,Presencial,31,4,2,53056,45,24,3,5,8.7,3.4,6.9,100,22,2
EMP_01010,Diseño,Maestría,León,Centro,Femenino,Soltero,Propia,Caminando,Lectura,Extrovertido,Híbrido,31,6,1,90582,35,2,5,45,7.3,5.1,10,100,23,7
EMP_01011,Diseño,Maestría,Ciudad de México,Centro,Femenino,Soltero,Propia,Transporte público,Viajes,Ambivertido,Híbrido,30,7,0,86971,37,4,4,27,7,3.8,10,88,22,6
EMP_01012,RRHH,Licenciatura,Ciudad de México,Centro,Femenino,Casado,Familiar,Uber/Taxi,Videojuegos,Extrovertido,Híbrido,30,3,1,48870,38,23,3,11,7.2,5.2,7.6,99,21,4
EMP_01013,Ventas,Licenciatura,Ciudad de México,Centro,Masculino,Casado,Rentada,Auto propio,Viajes,Introvertido,Presencial,26,1,0,66380,35,1,5,19,8.1,4.7,7.7,83,20,3
EMP_01014,Diseño,Bachillerato,Monterrey,Norte,Masculino,Divorciado,Rentada,Auto propio,Música,Introvertido,Remoto,34,5,2,55318,41,2,2,25,7.1,4.9,8.7,93,20,5
EMP_01015,Tecnología,Maestría,Ciudad de México,Centro,Femenino,Casado,Propia,Bicicleta,Cocina,Introvertido,Híbrido,34,7,0,107777,35,9,1,31,6.6,4.3,10,100,25,8
EMP_01016,Finanzas,Licenciatura,Puebla,Centro,Masculino,Soltero,Familiar,Uber/Taxi,Música,Ambivertido,Presencial,27,1,0,98731,49,14,14,28,7.3,6.2,8.5,100,23,5
EMP_01017,Ventas,Maestría,Ciudad de México,Centro,Masculino,Unión libre,Rentada,Transporte público,Música,Ambivertido,Presencial,36,7,1,105158,35,3,12,15,6.4,5.9,9.9,100,26,3
EMP_01018,Marketing,Maestría,Ciudad de México,Centro,Masculino,Casado,Familiar,Auto propio,Tecnología,Introvertido,Presencial,32,7,0,109777,41,4,18,30,5.7,5.1,10,98,23,4
EMP_01019,Marketing,Licenciatura,Monterrey,Norte,Masculino,Soltero,Hipotecada,Uber/Taxi,Videojuegos,Introvertido,Presencial,27,5,0,92282,35,3,11,35,8.8,4.6,10,100,24,5
EMP_01020,Legal,Maestría,León,Centro,Masculino,Soltero,Rentada,Auto propio,Viajes,Ambivertido,Híbrido,25,0,0,81552,43,2,2,37,7,6,9,90,24,4
EMP_01021,Tecnología,Licenciatura,León,Centro,Femenino,Casado,Hipotecada,Motocicleta,Deportes,Introvertido,Híbrido,37,13,2,123924,41,12,15,17,8.5,6.3,10,100,26,5
EMP_01022,Operaciones,Maestría,Tijuana,Norte,Masculino,Casado,Hipotecada,Auto propio,Viajes,Extrovertido,Presencial,38,11,2,88831,42,1,6,21,8.1,7.2,8.4,87,23,4
EMP_01023,Ventas,Bachillerato,Tijuana,Norte,Masculino,Soltero,Hipotecada,Uber/Taxi,Deportes,Ambivertido,Remoto,37,9,0,54240,35,14,2,34,8.4,2.8,9.2,97,20,3
EMP_01024,Finanzas,Licenciatura,Tijuana,Norte,Masculino,Soltero,Rentada,Auto propio,Arte,Ambivertido,Híbrido,25,2,0,77821,45,6,3,31,9.1,3.3,9,93,23,4
EMP_01025,Legal,Maestría,Mérida,Sureste,No binario,Unión libre,Rentada,Caminando,Lectura,Extrovertido,Presencial,30,7,0,80023,43,3,1,27,7.2,7.1,8,75,25,3
EMP_01026,Marketing,Licenciatura,Puebla,Centro,Masculino,Casado,Rentada,Transporte público,Música,Introvertido,Híbrido,24,2,0,62941,38,4,4,21,8.4,6.4,9.1,94,20,3
EMP_01027,RRHH,Licenciatura,Querétaro,Centro,No binario,Viudo,Rentada,Transporte público,Deportes,Extrovertido,Presencial,31,8,0,58436,40,25,1,19,8.3,5,9.5,100,21,3
EMP_01028,Finanzas,Maestría,Tijuana,Norte,Femenino,Casado,Hipotecada,Transporte público,Arte,Introvertido,Híbrido,27,3,0,97909,50,9,4,13,7.6,6.9,9.2,82,25,4
EMP_01029,Finanzas,Maestría,Mérida,Sureste,Masculino,Casado,Propia,Transporte público,Tecnología,Extrovertido,Híbrido,27,5,0,101884,46,4,15,22,6.7,6.2,9,93,24,4
EMP_01030,Ventas,Maestría,Monterrey,Norte,Masculino,Viudo,Propia,Auto propio,Música,Introvertido,Presencial,25,2,0,87413,45,8,12,15,6.1,4.6,8.6,100,21,4
EMP_01031,Marketing,Licenciatura,Ciudad de México,Centro,Femenino,Soltero,Hipotecada,Transporte público,Deportes,Ambivertido,Remoto,31,7,0,80197,41,6,2,37,8.6,3.2,10,100,23,6
EMP_01032,Tecnología,Licenciatura,Mérida,Sureste,Masculino,Soltero,Propia,Auto propio,Deportes,Ambivertido,Remoto,26,2,0,63417,43,25,8,25,7.3,3.3,10,100,22,8
EMP_01033,Finanzas,Licenciatura,Monterrey,Norte,Masculino,Divorciado,Familiar,Auto propio,Deportes,Introvertido,Presencial,34,7,2,89316,45,6,7,18,7.9,3.8,9.8,100,23,3
EMP_01034,Tecnología,Doctorado,Querétaro,Centro,Masculino,Casado,Rentada,Uber/Taxi,Música,Extrovertido,Híbrido,28,3,0,137155,42,4,10,25,6.7,5.6,10,100,23,6
EMP_01035,Tecnología,Maestría,León,Centro,Femenino,Casado,Propia,Auto propio,Viajes,Introvertido,Híbrido,29,3,0,127609,40,4,6,31,7.9,5.4,10,100,25,8
EMP_01036,Operaciones,Licenciatura,Puebla,Centro,Masculino,Unión libre,Rentada,Auto propio,Deportes,Introvertido,Remoto,28,3,0,70556,37,17,2,17,7.8,4.6,10,96,25,3
EMP_01037,Ventas,Licenciatura,León,Centro,Masculino,Soltero,Rentada,Transporte público,Videojuegos,Introvertido,Presencial,26,0,0,70928,35,2,15,37,7.6,4.2,9,100,22,4
EMP_01038,Tecnología,Maestría,Monterrey,Norte,Masculino,Soltero,Familiar,Auto propio,Lectura,Introvertido,Híbrido,35,10,0,166648,42,2,7,44,7.7,4.7,10,100,26,7
EMP_01039,Operaciones,Bachillerato,Ciudad de México,Centro,Masculino,Casado,Rentada,Auto propio,Tecnología,Extrovertido,Presencial,33,5,0,54086,44,10,4,34,7.7,5.3,7.1,79,23,1
EMP_01040,Operaciones,Bachillerato,Guadalajara,Occidente,Femenino,Casado,Rentada,Bicicleta,Tecnología,Extrovertido,Presencial,37,9,0,38110,42,3,3,36,7.5,5.3,7.4,81,21,2
EMP_01041,Diseño,Licenciatura,Ciudad de México,Centro,Masculino,Casado,Familiar,Transporte público,Arte,Introvertido,Híbrido,33,7,0,75049,38,11,2,29,7.8,4,10,100,22,6
EMP_01042,Tecnología,Doctorado,Guadalajara,Occidente,Masculino,Casado,Familiar,Auto propio,Videojuegos,Ambivertido,Híbrido,36,14,2,121835,41,0,30,25,8.3,5.1,10,89,26,8
EMP_01043,Marketing,Licenciatura,Querétaro,Centro,Masculino,Divorciado,Propia,Uber/Taxi,Tecnología,Introvertido,Remoto,31,4,1,88353,36,6,14,23,8.1,3.8,10,98,22,5
EMP_01044,Legal,Maestría,Ciudad de México,Centro,Femenino,Casado,Hipotecada,Uber/Taxi,Videojuegos,Ambivertido,Presencial,31,3,0,80240,50,7,20,21,7.2,6.7,8.3,100,25,5
EMP_01045,Ventas,Bachillerato,Puebla,Centro,Masculino,Casado,Propia,Transporte público,Deportes,Ambivertido,Híbrido,31,5,0,67672,36,25,7,11,7.4,5.2,8.8,100,19,3
EMP_01046,Finanzas,Maestría,Guadalajara,Occidente,Masculino,Unión libre,Hipotecada,Motocicleta,Videojuegos,Ambivertido,Presencial,29,5,0,24893,42,7,50,22,7.1,6.3,7.2,87,16,5
EMP_01047,Marketing,Bachillerato,Tijuana,Norte,Femenino,Casado,Hipotecada,Auto propio,Tecnología,Ambivertido,Remoto,33,4,1,42885,37,12,4,25,7.5,3.3,8.5,88,20,6
EMP_01048,Ventas,Maestría,Mérida,Sureste,Femenino,Casado,Hipotecada,Transporte público,Arte,Extrovertido,Híbrido,35,8,2,54747,35,3,1,14,7.8,7.3,9.4,100,24,4
EMP_01049,Ventas,Bachillerato,Querétaro,Centro,Masculino,Casado,Rentada,Auto propio,Música,Extrovertido,Presencial,29,5,1,45048,40,3,3,21,8.4,5.8,7.5,96,21,4
EMP_01050,Marketing,Maestría,León,Centro,Masculino,Soltero,Familiar,Uber/Taxi,Arte,Extrovertido,Híbrido,27,5,0,103699,37,7,14,41,7.4,3.7,10,100,22,6
EMP_01051,Diseño,Maestría,Monterrey,Norte,Masculino,Casado,Familiar,Transporte público,Viajes,Introvertido,Remoto,31,8,0,150339,39,9,4,24,8.3,3.8,10,100,24,8
EMP_01052,Tecnología,Licenciatura,Monterrey,Norte,Masculino,Unión libre,Propia,Auto propio,Arte,Extrovertido,Híbrido,26,0,0,82218,40,11,4,19,9.6,3.3,10,100,23,6
EMP_01053,Marketing,Licenciatura,Querétaro,Centro,Masculino,Casado,Rentada,Uber/Taxi,Videojuegos,Ambivertido,Híbrido,27,3,0,18000,42,3,50,21,8.2,7.4,7.1,87,15,4
EMP_01054,RRHH,Licenciatura,Tijuana,Norte,Femenino,Casado,Rentada,Transporte público,Cocina,Introvertido,Presencial,23,0,0,39051,36,3,1,34,8.6,4.1,8.1,82,19,3
EMP_01055,Tecnología,Doctorado,Puebla,Centro,Masculino,Soltero,Familiar,Uber/Taxi,Viajes,Introvertido,Remoto,43,17,0,188713,40,5,6,38,7.2,4.2,10,100,24,7
EMP_01056,Ventas,Bachillerato,León,Centro,Femenino,Casado,Propia,Motocicleta,Cocina,Extrovertido,Presencial,36,11,1,55306,42,0,1,14,9.3,7.8,6.3,89,22,2
EMP_01057,Ventas,Bachillerato,Ciudad de México,Centro,Femenino,Casado,Hipotecada,Transporte público,Viajes,Extrovertido,Híbrido,31,5,0,52651,36,10,5,26,8,3.4,10,100,20,2
EMP_01058,Legal,Licenciatura,Guadalajara,Occidente,Femenino,Casado,Propia,Uber/Taxi,Viajes,Ambivertido,Híbrido,35,11,0,86007,51,0,4,24,7,7.8,9.4,100,24,3
EMP_01059,Finanzas,Maestría,Puebla,Centro,Masculino,Soltero,Rentada,Transporte público,Arte,Introvertido,Presencial,34,7,1,114240,46,2,1,43,5.8,4.9,10,100,22,5
EMP_01060,Finanzas,Licenciatura,León,Centro,Femenino,Unión libre,Hipotecada,Auto propio,Música,Introvertido,Presencial,37,9,1,80118,40,2,4,23,6.7,3.6,9.1,88,26,4
EMP_01061,Finanzas,Maestría,Puebla,Centro,Masculino,Soltero,Hipotecada,Auto propio,Videojuegos,Extrovertido,Presencial,31,7,0,91667,50,2,22,38,6.7,7.3,9,84,22,5
EMP_01062,Diseño,Licenciatura,Querétaro,Centro,Femenino,Casado,Rentada,Auto propio,Arte,Extrovertido,Híbrido,31,5,1,68573,39,5,8,21,8,6,9.9,100,22,6
EMP_01063,Tecnología,Licenciatura,Tijuana,Norte,Femenino,Casado,Rentada,Auto propio,Videojuegos,Extrovertido,Remoto,34,6,0,119171,43,11,2,14,8.5,4.8,10,92,24,6
EMP_01064,Tecnología,Maestría,Ciudad de México,Centro,Femenino,Casado,Hipotecada,Motocicleta,Lectura,Extrovertido,Híbrido,28,3,0,85285,37,3,0,22,6.9,4.1,10,98,23,6
EMP_01065,Diseño,Maestría,Ciudad de México,Centro,Masculino,Unión libre,Propia,Auto propio,Arte,Extrovertido,Presencial,44,17,3,139882,35,5,2,15,7.6,4.8,10,100,23,6
EMP_01066,Ventas,Licenciatura,Monterrey,Norte,Masculino,Unión libre,Rentada,Motocicleta,Arte,Extrovertido,Híbrido,27,0,0,53287,39,15,5,9,6.8,4.6,6.9,98,22,4
EMP_01067,Diseño,Maestría,Tijuana,Norte,Masculino,Casado,Hipotecada,Bicicleta,Música,Ambivertido,Híbrido,29,7,0,123945,38,18,13,8,8.2,4.7,10,100,22,5
EMP_01068,Legal,Licenciatura,Ciudad de México,Centro,Masculino,Soltero,Propia,Auto propio,Videojuegos,Extrovertido,Presencial,36,8,0,104406,44,1,6,30,7.9,6.8,9.8,100,23,3
EMP_01069,Ventas,Maestría,Monterrey,Norte,Masculino,Soltero,Rentada,Auto propio,Deportes,Extrovertido,Híbrido,39,10,0,101872,37,25,3,27,9.3,5.7,9,100,23,3
EMP_01070,Ventas,Bachillerato,León,Centro,No binario,Casado,Hipotecada,Auto propio,Lectura,Introvertido,Presencial,34,8,1,49548,37,2,4,18,6.2,5.4,8.1,100,21,3
EMP_01071,Ventas,Maestría,León,Centro,Masculino,Soltero,Rentada,Auto propio,Cocina,Introvertido,Híbrido,33,4,0,84019,44,8,9,35,8.1,4.6,9.8,100,24,3
EMP_01072,Marketing,Licenciatura,Ciudad de México,Centro,Femenino,Soltero,Rentada,Auto propio,Videojuegos,Extrovertido,Híbrido,31,4,0,66257,39,11,6,25,6,5.7,7.9,96,21,3
EMP_01073,Diseño,Licenciatura,Monterrey,Norte,Femenino,Soltero,Rentada,Transporte público,Música,Introvertido,Híbrido,37,9,0,115289,37,3,15,36,7.7,3.8,10,100,22,6
EMP_01074,Tecnología,Licenciatura,León,Centro,Femenino,Casado,Rentada,Transporte público,Arte,Ambivertido,Remoto,23,0,0,79639,42,3,8,22,6.7,5,9.6,97,22,6
EMP_01075,Tecnología,Bachillerato,Guadalajara,Occidente,Masculino,Casado,Propia,Bicicleta,Tecnología,Introvertido,Presencial,34,10,1,58818,46,4,7,14,7,5.9,8.7,91,20,5
EMP_01076,RRHH,Maestría,Ciudad de México,Centro,Femenino,Unión libre,Familiar,Transporte público,Cocina,Ambivertido,Presencial,43,14,0,77033,40,4,7,26,7,5.3,9.1,100,26,4
EMP_01077,Diseño,Licenciatura,Monterrey,Norte,Femenino,Soltero,Familiar,Auto propio,Música,Extrovertido,Híbrido,32,3,0,77337,43,12,2,35,9.7,4,10,100,26,6
EMP_01078,Marketing,Maestría,Tijuana,Norte,Femenino,Unión libre,Hipotecada,Caminando,Lectura,Introvertido,Híbrido,22,0,0,64289,44,10,2,34,7.7,4.1,7.8,89,23,6
EMP_01079,Operaciones,Bachillerato,Monterrey,Norte,Femenino,Soltero,Propia,Uber/Taxi,Deportes,Ambivertido,Presencial,26,0,0,36173,41,23,6,22,8,2.4,6.4,100,20,3
EMP_01080,Finanzas,Licenciatura,Monterrey,Norte,Masculino,Unión libre,Familiar,Auto propio,Arte,Ambivertido,Presencial,34,5,0,64340,42,10,1,17,9,5,6.8,87,19,5
EMP_01081,Tecnología,Doctorado,Tijuana,Norte,Masculino,Casado,Hipotecada,Auto propio,Tecnología,Extrovertido,Híbrido,37,11,0,171521,39,4,7,33,8.3,5.5,10,100,25,6
EMP_01082,Operaciones,Maestría,Tijuana,Norte,Femenino,Soltero,Familiar,Caminando,Videojuegos,Extrovertido,Presencial,27,4,0,76055,46,4,6,34,6,5.2,8.7,100,24,4
EMP_01083,Marketing,Bachillerato,Tijuana,Norte,Femenino,Soltero,Familiar,Auto propio,Videojuegos,Introvertido,Híbrido,25,3,1,56414,40,6,20,42,8.8,2.1,10,100,20,3
EMP_01084,Tecnología,Licenciatura,Querétaro,Centro,Femenino,Casado,Propia,Uber/Taxi,Arte,Extrovertido,Híbrido,28,0,0,64552,39,21,5,19,6.8,1.5,10,100,23,7
EMP_01085,Tecnología,Licenciatura,Ciudad de México,Centro,Femenino,Casado,Rentada,Auto propio,Arte,Extrovertido,Híbrido,34,8,0,91087,38,5,4,24,9,5,10,99,23,5
EMP_01086,Tecnología,Licenciatura,Ciudad de México,Centro,Femenino,Unión libre,Rentada,Transporte público,Videojuegos,Extrovertido,Híbrido,28,0,0,90969,43,6,22,24,7.4,4.1,10,94,25,5
EMP_01087,Tecnología,Maestría,León,Centro,Masculino,Casado,Rentada,Motocicleta,Lectura,Extrovertido,Presencial,29,5,1,131595,42,7,14,10,8.7,5.6,10,100,24,8
EMP_01088,Ventas,Maestría,Ciudad de México,Centro,Masculino,Soltero,Rentada,Uber/Taxi,Cocina,Extrovertido,Presencial,31,2,0,97645,40,14,5,33,8.3,3.7,9.7,100,24,5
EMP_01089,Diseño,Maestría,Querétaro,Centro,Femenino,Soltero,Rentada,Auto propio,Deportes,Introvertido,Híbrido,26,4,0,101484,45,8,15,44,7.2,4.5,10,100,24,7
EMP_01090,Marketing,Licenciatura,Monterrey,Norte,Masculino,Casado,Familiar,Transporte público,Arte,Extrovertido,Híbrido,27,4,0,67279,37,3,0,35,6.4,4,9,73,23,3
EMP_01091,Diseño,Maestría,Ciudad de México,Centro,Femenino,Divorciado,Rentada,Uber/Taxi,Cocina,Ambivertido,Remoto,38,9,2,86843,37,11,2,21,8.8,3.8,10,100,24,6
EMP_01092,Legal,Maestría,Ciudad de México,Centro,Femenino,Soltero,Familiar,Transporte público,Arte,Extrovertido,Híbrido,26,2,0,103276,45,19,6,20,8.2,5.7,9.6,100,22,3
EMP_01093,Finanzas,Bachillerato,Monterrey,Norte,Femenino,Soltero,Rentada,Auto propio,Cocina,Extrovertido,Presencial,34,11,0,81096,47,1,5,34,7.3,5.9,7.6,83,24,3
EMP_01094,RRHH,Licenciatura,Querétaro,Centro,Femenino,Casado,Rentada,Auto propio,Tecnología,Extrovertido,Presencial,25,0,0,53784,38,8,5,16,7,4.9,8.8,98,19,3
EMP_01095,Tecnología,Licenciatura,Tijuana,Norte,Masculino,Unión libre,Rentada,Auto propio,Arte,Ambivertido,Presencial,35,8,1,118043,39,1,3,25,7.1,6.3,10,98,23,5
EMP_01096,Tecnología,Maestría,Tijuana,Norte,Masculino,Divorciado,Propia,Transporte público,Arte,Introvertido,Híbrido,31,6,1,154196,41,13,6,16,8.1,5.2,10,100,23,6
EMP_01097,Marketing,Licenciatura,Guadalajara,Occidente,Masculino,Casado,Rentada,Auto propio,Tecnología,Ambivertido,Híbrido,31,4,0,78625,40,4,15,30,7.1,4.9,9.2,94,24,5
EMP_01098,Legal,Licenciatura,Guadalajara,Occidente,Masculino,Soltero,Propia,Transporte público,Videojuegos,Extrovertido,Remoto,29,2,0,77527,42,6,16,37,9.3,5.2,9.4,91,25,4
EMP_01099,Operaciones,Licenciatura,Ciudad de México,Centro,Masculino,Soltero,Rentada,Transporte público,Cocina,Introvertido,Remoto,29,3,0,64177,38,1,19,37,7.6,4.8,8.6,90,21,3
EMP_01100,Operaciones,Licenciatura,Tijuana,Norte,Femenino,Divorciado,Familiar,Auto propio,Deportes,Introvertido,Presencial,35,7,2,67985,46,12,2,15,7.2,6.4,7.1,84,21,1
EMP_01101,Tecnología,Licenciatura,Tijuana,Norte,Masculino,Casado,Hipotecada,Auto propio,Videojuegos,Ambivertido,Híbrido,25,1,0,57577,35,8,35,25,5.5,3.5,10,82,20,7
EMP_01102,Operaciones,Licenciatura,Ciudad de México,Centro,Femenino,Casado,Propia,Caminando,Lectura,Extrovertido,Presencial,36,11,0,71708,47,6,5,24,6.7,5.2,8.1,95,25,2
EMP_01103,Operaciones,Licenciatura,Querétaro,Centro,Masculino,Casado,Rentada,Transporte público,Videojuegos,Introvertido,Híbrido,29,0,0,18000,41,4,50,22,5.5,5.5,6,71,17,1
EMP_01104,Operaciones,Bachillerato,Mérida,Sureste,No binario,Casado,Familiar,Transporte público,Videojuegos,Ambivertido,Presencial,32,10,1,37547,37,6,23,15,7.2,4.6,7.9,80,19,3
EMP_01105,Tecnología,Licenciatura,Ciudad de México,Centro,Femenino,Casado,Rentada,Bicicleta,Videojuegos,Extrovertido,Remoto,29,0,1,90930,42,6,14,16,8.5,2.8,10,100,22,7
EMP_01106,Finanzas,Licenciatura,Guadalajara,Occidente,Femenino,Soltero,Rentada,Motocicleta,Cocina,Introvertido,Presencial,33,10,0,79803,46,2,7,36,6.6,6.4,8.4,100,23,5
EMP_01107,Tecnología,Doctorado,Tijuana,Norte,Masculino,Divorciado,Rentada,Caminando,Deportes,Introvertido,Remoto,44,18,2,244236,40,25,4,6,7.3,3.1,10,100,24,8
EMP_01108,Ventas,Licenciatura,Tijuana,Norte,Masculino,Soltero,Familiar,Auto propio,Deportes,Ambivertido,Remoto,33,6,0,69072,41,4,0,31,7.2,6.2,8.8,91,19,5
EMP_01109,Ventas,Maestría,Monterrey,Norte,Femenino,Unión libre,Propia,Auto propio,Deportes,Ambivertido,Presencial,43,14,0,107569,43,17,4,20,8.1,3.7,9,100,23,3
EMP_01110,Ventas,Licenciatura,Guadalajara,Occidente,Femenino,Unión libre,Hipotecada,Auto propio,Música,Introvertido,Presencial,35,10,0,63438,39,5,8,19,7,5.4,8.4,97,23,2
EMP_01111,Diseño,Licenciatura,León,Centro,Masculino,Casado,Hipotecada,Auto propio,Deportes,Introvertido,Remoto,27,0,0,90099,35,13,17,19,8,4.4,10,100,24,6
EMP_01112,Tecnología,Licenciatura,Guadalajara,Occidente,Femenino,Casado,Familiar,Transporte público,Viajes,Extrovertido,Remoto,26,2,0,86735,39,3,11,25,9,4.4,10,95,23,8
EMP_01113,Marketing,Licenciatura,Monterrey,Norte,No binario,Casado,Familiar,Auto propio,Deportes,Extrovertido,Híbrido,31,7,0,77810,41,25,6,7,7.4,3.2,9.2,100,26,3
EMP_01114,Finanzas,Bachillerato,Tijuana,Norte,Femenino,Soltero,Rentada,Transporte público,Videojuegos,Extrovertido,Presencial,30,8,0,58795,48,5,6,27,7.6,7.9,6.8,97,19,4
EMP_01115,Ventas,Maestría,Ciudad de México,Centro,Masculino,Casado,Hipotecada,Auto propio,Música,Introvertido,Remoto,27,5,0,95464,35,3,25,25,6.6,4,10,95,23,4
EMP_01116,Marketing,Bachillerato,Querétaro,Centro,Masculino,Soltero,Rentada,Uber/Taxi,Música,Extrovertido,Remoto,28,0,0,53931,39,1,2,38,7.5,4.5,9.5,78,22,5
EMP_01117,Operaciones,Licenciatura,Ciudad de México,Centro,Femenino,Casado,Propia,Auto propio,Tecnología,Introvertido,Presencial,30,2,0,51087,40,10,21,26,7,3.7,6.8,100,20,2
EMP_01118,Diseño,Maestría,Puebla,Centro,Femenino,Soltero,Rentada,Auto propio,Cocina,Ambivertido,Híbrido,33,8,0,94745,39,5,1,31,7.7,4.1,10,96,25,6
EMP_01119,Ventas,Maestría,Guadalajara,Occidente,Masculino,Soltero,Familiar,Auto propio,Viajes,Extrovertido,Presencial,26,3,1,68786,42,14,3,26,6.1,3.3,9.5,100,20,3
